Year,Month,Day,Hour,Minute,Second,N_Lat,E_Long,Depth,Mag
1996,6,14,5,15,22.2,12.7,124.85,7,5
1996,6,14,15,4,42.3,12.79,124.92,50,5.5
1996,6,26,0,21,28.8,12.71,124.62,20,5.4
1996,6,28,20,45,33,6.12,126.02,79,5.4
1996,7,1,4,52,9.6,12.62,125.67,12,5.5
1996,7,13,21,48,0.7,13,125.68,11,5
1996,7,20,9,14,5.4,13.85,120.34,82,5.3
1996,7,30,17,31,30.7,14.7,119.5,7,5.8
1996,8,4,15,39,33.3,6.15,124.7,3,5.1
1996,8,8,23,12,30.4,12.07,126.08,8,5.2
1996,8,13,10,7,14.7,5.45,127.03,13,5.2
1996,9,8,19,52,28.64,9.202,126.459,33,5.2
1996,9,18,5,29,3.9,9.56,126.52,23,5.4
1996,9,20,0,3,19.6,9.55,126.34,12,5.9
1996,9,20,4,10,29.1,9.46,126.51,58,6.3
1996,9,20,12,24,41,9.55,126.75,21,5.8
1996,9,20,12,34,9.1,9.55,126.48,73,5.1
1996,9,20,18,51,10.8,9.79,126.56,21,5.2
1996,9,20,19,24,52.8,9.59,126.98,15,5.1
1996,9,20,20,15,19.2,9.8,126.94,10,5.2
1996,9,20,21,25,17.2,9.77,126.97,18,5.7
1996,9,21,0,40,21.8,9.49,127.27,6,5.7
1996,9,21,10,36,4.6,9.64,126.6,19,5
1996,9,21,18,17,19.2,9.44,127,21,5.7
1996,9,22,14,5,26.4,9.51,126.75,43,5
1996,9,25,9,26,41.5,9.75,126.75,7,6
1996,9,25,11,36,34.6,13.7,120.33,138,5
1996,9,26,3,45,21.6,9.71,127.11,8,5.5
1996,9,28,9,37,2.3,16.33,120.59,4,5.3
1996,9,28,14,10,42.6,9.95,125.41,224,6.2
1996,9,29,3,20,2.6,11,124.69,3,5.3
1996,10,2,9,48,1.7,11.93,125.64,19,6.2
1996,10,8,19,52,28.6,9.2,126.55,5,5.2
1996,10,10,8,22,44.3,7.12,126.17,4,5.2
1996,10,17,16,15,36.6,6.4,125.49,7,5.6
1996,10,18,3,59,12.2,11.87,126.06,12,5.6
1996,10,31,18,42,37.9,10.02,126.78,109,5.4
1996,10,31,19,37,53.7,9.92,126.44,14,5.2
1996,11,4,5,15,2.6,9.68,126.56,7,5
1996,11,4,12,53,35.8,9.89,126.48,3,5.6
1996,11,4,13,21,13,9.83,126.64,6,6.9
1996,11,4,17,1,30.6,9.95,126.79,6,5.5
1996,11,4,20,4,41.9,9.81,126.65,21,5.3
1996,11,5,16,31,21.1,9.86,126.8,12,5.4
1996,11,5,19,29,0.8,9.96,127.66,91,5.7
1996,11,7,6,10,12.9,9.83,126.8,14,5.7
1996,11,10,18,15,21.3,10.07,126.61,72,5.6
1996,11,20,17,58,3.1,16.37,120.42,8,5.5
1996,11,20,19,43,0.1,10.1,127.15,38,5.8
1996,11,21,7,43,37.9,6.5,126.45,12,5.7
1996,12,3,20,47,54.7,9.71,125.55,7,5.1
1996,12,5,10,38,51.1,16.35,120.34,14,5.8
1996,12,14,16,25,54,10.2,126.3,6,5.2
1997,1,19,4,33,22.7,19.96,121.36,23,5.7
1997,1,20,8,33,53.7,9.98,126.36,18,5.3
1997,1,30,21,42,47.4,17.98,120.16,23,5
1997,3,11,19,21,24.6,8.11,126.39,100,6.7
1997,3,12,14,51,48.3,13.61,121.01,12,5.9
1997,3,15,9,24,9.9,7.53,127.22,15,5.1
1997,3,18,13,2,16.8,18.01,120.19,26,5.3
1997,4,8,18,7,10.1,18.5,120.75,80,6
1997,4,13,4,53,59.4,7.95,126.52,23,5
1997,4,14,9,24,14.5,9.94,126.49,3,5.2
1997,5,1,23,7,56.3,15.2,118.31,39,5
1997,5,5,5,44,20.2,15.15,119.92,14,5.5
1997,5,12,13,45,21.4,10.16,121.48,7,5.7
1997,5,22,13,21,38,19.06,121.22,8,5.4
1997,6,11,4,45,26.4,9.84,125.41,15,5.5
1997,6,21,10,9,30.1,6.98,126.22,81,5
1997,6,22,9,36,20.7,20.88,121.57,15,5.3
1997,7,10,3,40,31.4,7.87,126.64,31,5.2
1997,7,21,10,44,37.4,10.19,126.22,19,5.3
1997,7,22,22,53,36.9,15.2,122.58,11,5.2
1997,7,26,15,37,24.7,12.74,125.8,27,5
1997,8,5,14,46,40.4,9.05,126.62,33,5
1997,8,10,14,13,8.7,6.31,126.24,6,5.3
1997,8,21,20,27,21,7.11,127.29,37,5.1
1997,8,30,21,53,29.9,9.42,127.5,13,5
1997,9,15,13,5,43.9,7.99,126.65,42,5.9
1997,9,17,15,26,52.7,19.43,121.27,12,5.5
1997,9,26,20,44,26.6,9.99,126.36,19,5
1997,10,5,19,0,11.6,6.18,125.46,190,5.3
1997,10,6,3,8,14.6,10.15,126.01,21,5.2
1997,10,6,12,30,4.5,9.75,126.17,140,6.6
1997,10,26,8,43,29,7.35,127.51,8,5.8
1997,11,29,0,38,29.2,8.21,127.07,4,5
1997,12,20,15,45,45.3,10.14,126.24,24,5.3
1997,12,23,9,52,1.7,13.32,125.19,40,5.1
1997,12,23,10,2,58.6,13.27,125.3,54,5.5
1998,1,4,4,24,10.8,14.8,121.94,3,5.4
1998,1,27,21,14,22.7,11.75,125.73,3,5.7
1998,2,11,13,14,43,10.37,125.06,21,5.9
1998,3,8,0,35,45.1,20.1,122.46,5,5.4
1998,3,9,15,3,44,10.14,122.07,39,5.3
1998,3,11,0,37,45.3,6.43,126.04,38,5.3
1998,3,15,16,42,50.5,10.18,121.49,10,5
1998,3,23,20,24,35.5,13.12,121.18,3,5.1
1998,4,4,16,7,22.6,9.89,126.1,23,5.8
1998,4,25,15,33,29,7.55,126.79,27,5.1
1998,5,5,3,11,2.8,20.58,122.02,14,5.3
1998,5,6,1,53,7.4,18.89,121.08,3,5.1
1998,5,7,13,53,47,12.56,123.64,16,5.1
1998,5,9,2,16,18,19.63,120.97,11,5
1998,5,18,11,46,9.7,9.38,125.62,18,5
1998,5,23,17,44,48.7,8.37,124,623,6.2
1998,5,25,19,4,45.1,9.72,126.76,8,5.3
1998,7,7,13,34,23.3,17.3,119.8,19,5
1998,7,7,18,30,18.7,19.96,121.15,30,5.2
1998,7,13,23,6,12.3,10.14,126.16,20,5.2
1998,7,18,16,4,27,6.29,125.98,133,5.3
1998,7,24,18,44,13,20.42,121.76,3,5.9
1998,8,1,21,21,31.6,12.36,123.71,8,5.7
1998,8,23,5,36,12.8,14.73,119.9,35,6.1
1998,9,2,8,37,33.8,5.57,126.63,44,7
1998,9,3,2,1,34.5,8.28,125.86,5,5.4
1998,9,3,11,7,27.9,10.18,125,4,5.5
1998,9,21,7,3,1.9,14.19,123.13,3,5.4
1998,9,23,19,58,58.4,9.71,125.5,15,5.4
1998,10,10,5,40,21.8,7.27,126.7,25,5.5
1998,11,5,18,5,21.3,12.93,124.9,6,5.3
1998,11,19,12,3,40,4.61,126.47,98,5.7
1998,12,4,11,0,17.5,20.14,120.72,11,5.5
1998,12,20,23,41,30.2,4.04,127.09,26,5
1998,12,22,3,24,32.1,6.43,124.92,373,5
1999,1,6,17,10,24.5,5.09,126.32,151,5.8
1999,1,12,21,12,59.52,4.654,126.232,96,5.7
1999,1,25,11,45,46.63,3.542,126.746,3,5.8
1999,2,6,3,10,4.7,9.41,127.22,27,5.6
1999,2,6,17,45,26.8,19.21,121.24,22,6.2
1999,2,14,3,1,2.7,9.5,126.45,16,5.6
1999,2,25,17,55,38.3,10.15,126.18,17,5.8
1999,3,4,8,52,5.2,5.78,122.31,15,6.5
1999,3,5,13,1,10.2,5.25,122.09,36,6.2
1999,3,5,22,43,29.7,6.33,122.15,25,6
1999,3,6,13,15,32.3,5.32,121.92,38,5.9
1999,3,11,11,52,47.6,8.9,127.17,7,5.7
1999,3,21,9,35,17.1,5.37,126.98,37,5.7
1999,3,21,14,20,52,5.66,126.78,5,5.8
1999,4,23,14,34,12.8,5.42,121.95,27,5.7
1999,5,18,19,52,59.7,5.6,123.72,35,5.8
